학교명_norm,시도_norm,학교급_norm,설립,남여공학,도로명주소,ai_flag,지정연도,유형,sw_flag,지정연도_sw,키,몸무게,혈당식전(mgdl),총콜레스테롤(mgdl),수축기,이완기,cn_학급수,cn_학생수,학교명_stem_comp,컴퓨터실습실수,컴퓨터수,운영체제,개월수,수강학생수,학교명_stem_closed,폐교연도,활용 구분,토지면적(단위 제곱미터),건물면적(단위 제곱미터),ai_sw_both
미룡초등학교,전북,초,공립,,전라북도 군산시 대학로 498-10 . 미룡초등학교 (미룡동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
무녀도초등학교,전북,초,공립,,전라북도 군산시 옥도면 무녀도2길 33 . 33 (옥도면),0,,,0,,,,,,,,,,,,,,,,,,,,,0
군산산북초등학교,전북,초,공립,,전라북도 군산시 원산북2길 29 (산북동. 산북초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
발산초등학교,전북,초,공립,,전라북도 군산시 개정면 바르메길 43 (개정면. 발산초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
비안도초등학교,전북,초,공립,,전라북도 군산시 옥도면 비안도1길 7 . 비안도초등학교 (옥도면),0,,,0,,,,,,,,,,,,,,,,,,,,,0
군산서초등학교,전북,초,공립,,전라북도 군산시 중앙로 230 (금동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서수초등학교,전북,초,공립,,전라북도 군산시 서수면 항쟁로 199 (서수면.서수초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
소룡초등학교,전북,초,공립,,전라북도 군산시 설림길 55 (소룡동.군산소룡초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
선유도초등학교,전북,초,공립,,전라북도 군산시 옥도면 선유북길 89-1 (옥도면),0,,,0,,,,,,,,,,,,,,,,,,,,,0
군산수송초등학교,전북,초,공립,,전라북도 군산시 월명로 312 (수송동. 군산수송초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
성산초등학교,전북,초,공립,,전라북도 군산시 성산면 동군산로 39 . 성산초등학교 (성산면),0,,,1,2019.0,,,,,,,,,,,,,,,,,,,,0
술산초등학교,전북,초,공립,,전라북도 군산시 임피면 남산로 26-13 (임피면. 술산초등학교),0,,,1,2020.0,,,,,,,,,,,,,,,,,,,,0
군산신풍초등학교,전북,초,공립,,전라북도 군산시 하나운3길 7 . 신풍초등학교 (나운동. 신풍초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
신시도초등학교,전북,초,공립,,전라북도 군산시 옥도면 신시도2길 18-5 (옥도면),0,,,0,,,,,,,,,,,,,,,,,,,,,0
어청도초등학교,전북,초,공립,,전라북도 군산시 옥도면 어청도길 95-7 (옥도면. 어청도 초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
군산월명초등학교,전북,초,공립,,전라북도 군산시 청소년회관로 23 (송풍동. 군산월명초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
오봉초등학교,전북,초,공립,,전라북도 군산시 회현면 오봉길 55 (회현면),1,2023.0,교육활동 모델교,1,2020.0,,,,,,,,,,,,,,,,,,,,1
옥구초등학교,전북,초,공립,,전라북도 군산시 옥구읍 옥구로 50 (옥구읍),0,,,1,2019.0,,,,,,,,,,,,,,,,,,,,0
옥봉초등학교,전북,초,공립,,전라북도 군산시 옥서면 옥봉초교길 29 (옥서면. 옥봉초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
군산용문초등학교,전북,초,공립,,전라북도 군산시 미룡로 32-8 . 군산용문초등학교 (미룡동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
군산중앙초등학교,전북,초,공립,,전라북도 군산시 중앙로 91 (중앙로2가. 군산중앙초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
옥산초등학교,전북,초,공립,,전라북도 군산시 옥산면 여로2길 40 . 옥산초등학교 (옥산면),1,2023.0,교육활동 모델교,0,,,,,,,,,,,,,,,,,,,,,0
군산지곡초등학교,전북,초,공립,,전라북도 군산시 신지길 26 (지곡동. 지곡초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
군산풍문초등학교,전북,초,공립,,전라북도 군산시 풍마길 22 (장재동. 풍문초등학교),0,,,1,2017.0,,,,,,,,,,,,,,,,,,,,0
임피초등학교,전북,초,공립,,전라북도 군산시 임피면 동헌길 38 . 임피초등학교 (임피면),1,2023.0,교육활동 모델교,1,2019.0,,,,,,,,,,,,,,,,,,,,1
창오초등학교,전북,초,공립,,전라북도 군산시 성산면 동군산로 393 (성산면. 창오초등학교),1,2023.0,교육활동 모델교,0,,,,,,,,,,,,,,,,,,,,,0
해성초등학교,전북,초,공립,,전라북도 군산시 옥성남길 21 (산북동. 해성초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
회현초등학교,전북,초,공립,,전라북도 군산시 회현면 회현로 139 (회현면.회현초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
군산흥남초등학교,전북,초,공립,,전라북도 군산시 서흥안2길 20 (문화동. 흥남초등학교),0,,,1,2016.0,,,,,,,,,,,,,,,,,,,,0
새만금초등학교,전북,초,공립,,전라북도 군산시 요죽5길 42 . 새만금초등학교 (오식도동),1,2023.0,교육활동 모델교,1,2018.0,,,,,,,,,,,,,,,,,,,,1
군산중학교,전북,중,공립,남여공학,전라북도 군산시 군중길 18 (송풍동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
군산남중학교,전북,중,공립,남여공학,전라북도 군산시 대학로 222 (문화동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
군산동원중학교,전북,중,공립,남여공학,전라북도 군산시 의료원로 146 (나운동.군산동원중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
군산산북중학교,전북,중,공립,남여공학,전라북도 군산시 동아로 109 (산북동. 군산산북중학교),1,2023.0,교육활동 모델교,0,,,,,,,,,,,,,,,,,,,,,0
나포중학교,전북,중,공립,남여공학,전라북도 군산시 나포면 등동1길 6-5 (나포면),0,,,0,,,,,,,,,,,,,,,,,,,,,0
군산서흥중학교,전북,중,공립,남여공학,전라북도 군산시 축동로 129 (서흥남동. 군산서흥중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
선유도중학교,전북,중,공립,남여공학,전라북도 군산시 옥도면 선유북길 89-1 (옥도면),0,,,0,,,,,,,,,,,,,,,,,,,,,0
군산진포중학교,전북,중,공립,남여공학,전라북도 군산시 진포3길 66 (수송동),0,,,1,2016.0,,,,,,,,,,,,,,,,,,,,0
군산자양중학교,전북,중,공립,남여공학,전라북도 군산시 옥구읍 우치산3길 40 (옥구읍.군산자양중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
옥구중학교,전북,중,공립,남여공학,전라북도 군산시 대야면 만자로 60 . 옥구중학교 (대야면),0,,,0,,,,,,,,,,,,,,,,,,,,,0
임피중학교,전북,중,공립,남여공학,전라북도 군산시 서수면 항쟁로 138 (서수면),0,,,0,,,,,,,,,,,,,,,,,,,,,0
군산월명중학교,전북,중,공립,남여공학,전라북도 군산시 설림5길 90 (소룡동. 월명중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
회현중학교,전북,중,공립,남여공학,전라북도 군산시 회현면 대위로 426 . 회현중학교 (회현면. 회현중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
군산영광중학교,전북,중,사립,남여공학,전라북도 군산시 둔배미길 21 (중앙로2가. 군산영광여자고등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
군산제일중학교,전북,중,사립,남여공학,전라북도 군산시 경기장로 142 (조촌동.군산제일중고등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
군산중앙중학교,전북,중,사립,남여공학,전라북도 군산시 성산면 군장대길 13 . 군산중앙중학교 (성산면),0,,,0,,,,,,,,,,,,,,,,,,,,,0
군산대성중학교,전북,중,사립,남여공학,전라북도 군산시 임피면 임피향교길 44-6 (임피면. 대성중학교),1,2023.0,교육활동 모델교,1,2018.0,,,,,,,,,,,,,,,,,,,,1
군산동산중학교,전북,중,공립,남여공학,전라북도 군산시 구영신창길 60-6 . 군산동산중학교 (금동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
군산금강중학교,전북,중,공립,남여공학,전라북도 군산시 황룡2길 61 . 군산금강중학교 (미룡동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
익산궁동초등학교,전북,초,공립,,전북 익산시 무왕로25길 26 . 익산궁동초등학교 (부송동.익산궁동초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
금마초등학교,전북,초,공립,,전라북도 익산시 금마면 금마4길 38 (금마면. 금마초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
낭산초등학교,전북,초,공립,,전라북도 익산시 낭산면 우신길 142 (낭산면.낭산초등학교),0,,,1,2019.0,,,,,,,,,,,,,,,,,,,,0
다송초등학교,전북,초,공립,,전라북도 익산시 함열읍 익산대로 1351 . 다송초등학교 (함열읍. 다송초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
망성초등학교,전북,초,공립,,전라북도 익산시 망성면 여강로 903 (망성면. 망성초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
미륵초등학교,전북,초,공립,,전라북도 익산시 금마면 용순길 243 (금마면. 미륵초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
삼기초등학교,전북,초,공립,,전라북도 익산시 삼기면 황금로 523 (삼기면),0,,,0,,,,,,,,,,,,,,,,,,,,,0
석불초등학교,전북,초,공립,,전라북도 익산시 삼기면 진북로 267 (삼기면.석불초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
성당초등학교,전북,초,공립,,전라북도 익산시 성당면 성당로 354-16 (성당면),0,,,0,,,,,,,,,,,,,,,,,,,,,0
성북초등학교,전북,초,공립,,전라북도 익산시 망성면 신작길 17-5 . 성북초등학교 (망성면. 성북초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
여산초등학교,전북,초,공립,,전라북도 익산시 여산면 동헌길 14 . 여산초등학교 (여산면),1,2023.0,교육활동 모델교,1,2017.0,,,,,,,,,,,,,,,,,,,,1
영만초등학교,전북,초,공립,,전라북도 익산시 오산면 선화로4길 42-9 (오산면),1,2023.0,교육활동 모델교,0,,,,,,,,,,,,,,,,,,,,,0
오산초등학교,전북,초,공립,,전라북도 익산시 오산면 오산로 38 (오산면),0,,,0,,,,,,,,,,,,,,,,,,,,,0
오산남초등학교,전북,초,공립,,전라북도 익산시 오산면 남전1길 27 (오산면. 오산남초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
왕궁초등학교,전북,초,공립,,전라북도 익산시 왕궁면 견우길 3 . 왕궁초등학교 (왕궁면),1,2023.0,교육활동 모델교,1,2020.0,,,,,,,,,,,,,,,,,,,,1
왕궁남초등학교,전북,초,공립,,전라북도 익산시 왕궁면 학호길 12 (왕궁면.왕궁남초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
왕북초등학교,전북,초,공립,,전라북도 익산시 왕궁면 금광길 54-12 . 왕북초등학교 (왕궁면. 왕북초등학교),1,2023.0,교육활동 모델교,0,,,,,,,,,,,,,,,,,,,,,0
용남초등학교,전북,초,공립,,전라북도 익산시 용안면 입산길 13 (용안면. 용남초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
용북초등학교,전북,초,공립,,전라북도 익산시 용안면 용북로 81 (용안면. 용북초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
용산초등학교,전북,초,공립,,전라북도 익산시 황등면 용산로 193 . 용산초등학교 (황등면. 용산초등학교),1,2023.0,교육활동 모델교,1,2018.0,,,,,,,,,,,,,,,,,,,,1
용성초등학교,전북,초,공립,,전라북도 익산시 낭산면 하맹길 183 . 용성초등학교 (낭산면. 용성초등학교),1,2023.0,교육활동 모델교,0,,,,,,,,,,,,,,,,,,,,,0
용안초등학교,전북,초,공립,,전라북도 익산시 용안면 용안교동1길 6-1 (용안면.용안초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
웅포초등학교,전북,초,공립,,전라북도 익산시 웅포면 강변로 10-1 . 웅포초등학교 (웅포면),0,,,0,,,,,,,,,,,,,,,,,,,,,0
이리초등학교,전북,초,공립,,전라북도 익산시 중앙로15길 20 (마동. 이리초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
이리계문초등학교,전북,초,공립,,전라북도 익산시 계문길 79-8 . 이리계문초등학교 (신용동. 계문초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
이리고현초등학교,전북,초,공립,,전라북도 익산시 선화로23길 44 . 고현초등학교 (모현동1가),0,,,0,,,,,,,,,,,,,,,,,,,,,0
이리남초등학교,전북,초,공립,,전라북도 익산시 번영로 2040-9 (목천동. 이리남초등학교),1,2023.0,교육활동 모델교,0,,,,,,,,,,,,,,,,,,,,,0
이리남창초등학교,전북,초,공립,,전라북도 익산시 인북로 171 (남중동. 이리남창초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
이리동초등학교,전북,초,공립,,전라북도 익산시 동서로51길 57 (영등동. 이리동초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
이리동남초등학교,전북,초,공립,,전라북도 익산시 동천로7길 18 (동산동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
이리동북초등학교,전북,초,공립,,전라북도 익산시 고봉로 190-3 (영등동. 이리동북초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
이리동산초등학교,전북,초,공립,,전라북도 익산시 평동로23길 46 . 이리동산초등학교 (동산동),1,2023.0,교육활동 모델교,0,,,,,,,,,,,,,,,,,,,,,0
이리마한초등학교,전북,초,공립,,전라북도 익산시 무왕로17길 47 (영등동.마한초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
이리모현초등학교,전북,초,공립,,전라북도 익산시 배산로14길 12-4 (모현동1가),0,,,0,,,,,,,,,,,,,,,,,,,,,0
이리백제초등학교,전북,초,공립,,전라북도 익산시 궁동로 29 (영등동. 백제초등학교),0,,,1,2018.0,,,,,,,,,,,,,,,,,,,,0
이리부송초등학교,전북,초,공립,,전라북도 익산시 부송로2길 27 . 이리부송초등학교 (부송동. 이리부송초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
이리부천초등학교,전북,초,공립,,전라북도 익산시 부송1로 32 (부송동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
이리북초등학교,전북,초,공립,,전라북도 익산시 인북로58길 11 (남중동.이리북초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
이리북일초등학교,전북,초,공립,,전라북도 익산시 동서로19길 100 (신동.이리북일초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
이리삼성초등학교,전북,초,공립,,전라북도 익산시 하나로15길 17-7 (임상동. 삼성초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
이리서초등학교,전북,초,공립,,전라북도 익산시 익산대로 213 . 이리서초등학교 (남중동),1,2023.0,교육활동 모델교,1,2018.0,,,,,,,,,,,,,,,,,,,,1
이리석암초등학교,전북,초,공립,,전라북도 익산시 서동로46길 119 (석암동. 석암초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
이리송학초등학교,전북,초,공립,,전라북도 익산시 학곤로 57 (송학동. 송학초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
이리신동초등학교,전북,초,공립,,전라북도 익산시 무왕로 981 (신동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
이리신흥초등학교,전북,초,공립,,전라북도 익산시 하나로3길 10 (금강동. 신흥초등학교),0,,,1,2017.0,,,,,,,,,,,,,,,,,,,,0
익산어양초등학교,전북,초,공립,,전라북도 익산시 하나로10길 23 (어양동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
이리영등초등학교,전북,초,공립,,전라북도 익산시 동서로41길 37 (영등동. 영등초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
익산가온초등학교,전북,초,공립,,전라북도 익산시 선화로1길 106 (모현동2가),1,2023.0,교육활동 모델교,0,,,,,,,,,,,,,,,,,,,,,0
이리중앙초등학교,전북,초,공립,,전라북도 익산시 인북로 77 (갈산동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
이리팔봉초등학교,전북,초,공립,,전라북도 익산시 무왕로31길 10 (팔봉동. 이리팔봉초등학교),0,,,1,2019.0,,,,,,,,,,,,,,,,,,,,0
익산초등학교,전북,초,공립,,전라북도 익산시 동서로61길 27-38 (어양동. 익산초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
천서초등학교,전북,초,공립,,전라북도 익산시 춘포면 천서길 221 (춘포면),1,2023.0,교육활동 모델교,0,,,,,,,,,,,,,,,,,,,,,0
춘포초등학교,전북,초,공립,,전라북도 익산시 춘포면 춘포로 408 (춘포면.춘포초등학교),1,2023.0,교육활동 모델교,1,2017.0,,,,,,,,,,,,,,,,,,,,1
함라초등학교,전북,초,공립,,전라북도 익산시 함라면 함라1길 66 (함라면.함라초등학교),0,,,1,2019.0,,,,,,,,,,,,,,,,,,,,0
함열초등학교,전북,초,공립,,전라북도 익산시 함열읍 함열8길 2 (함열읍.함열초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
황등초등학교,전북,초,공립,,전라북도 익산시 황등면 황금로 17-6 . 황등초등학교 (황등면),0,,,1,2018.0,,,,,,,,,,,,,,,,,,,,0
황등남초등학교,전북,초,공립,,전라북도 익산시 황등면 황등서로 44 (황등면),0,,,0,,,,,,,,,,,,,,,,,,,,,0
흥왕초등학교,전북,초,공립,,전라북도 익산시 용동면 흥왕1길 17 (용동면. 흥왕초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
익산옥야초등학교,전북,초,공립,,전라북도 익산시 옛둑2길 52 . 동산동 (동산동. 옥야초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
익산한벌초등학교,전북,초,공립,,전라북도 익산시 부송1로 115 (부송동. 한벌초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
삼기중학교,전북,중,공립,남여공학,전라북도 익산시 삼기면 황금로 499 . 삼기중학교 (삼기면),0,,,0,,,,,,,,,,,,,,,,,,,,,0
성당중학교,전북,중,공립,남여공학,전라북도 익산시 성당면 함안로 671-333 (성당면.성당중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
여산중학교,전북,중,공립,남여공학,전라북도 익산시 여산면 가람로 459-10 (여산면),0,,,0,,,,,,,,,,,,,,,,,,,,,0
이리영등중학교,전북,중,공립,남여공학,전라북도 익산시 하나로 490 (어양동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
왕궁중학교,전북,중,공립,남여공학,전라북도 익산시 왕궁면 왕궁로 556 (왕궁면),0,,,0,,,,,,,,,,,,,,,,,,,,,0
용안중학교,전북,중,공립,남여공학,전라북도 익산시 용안면 현내1로 71-8 (용안면),0,,,0,,,,,,,,,,,,,,,,,,,,,0
웅포중학교,전북,중,공립,남여공학,전라북도 익산시 웅포면 덕성길 13 . 웅포중학교 (웅포면),0,,,0,,,,,,,,,,,,,,,,,,,,,0
이리남중학교,전북,중,공립,남여공학,전라북도 익산시 배산로3길 55 (모현동1가),0,,,0,,,,,,,,,,,,,,,,,,,,,0
이리동중학교,전북,중,공립,남여공학,전라북도 익산시 동천로7길 44 (동산동.이리동중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
이리북중학교,전북,중,공립,남여공학,전라북도 익산시 익산대로 415-14 (신동.이리북중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
익산지원중학교,전북,중,공립,남여공학,전라북도 익산시 고봉로 67 . 익산지원중학교 (마동.지원중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
익산부송중학교,전북,중,공립,남여공학,전라북도 익산시 선화로69길 6 (부송동. 부송중학교),1,2023.0,교육활동 모델교,1,2016.0,,,,,,,,,,,,,,,,,,,,1
함라중학교,전북,중,공립,남여공학,전라북도 익산시 함라면 함낭로 61-18 (함라면),0,,,0,,,,,,,,,,,,,,,,,,,,,0
함열중학교,전북,중,공립,남자,전라북도 익산시 함열읍 함열3길 37 . 함열중학교 (함열읍. 함열중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
남성중학교,전북,중,사립,남자,전라북도 익산시 동서로35길 41 . 남성중학교 (신동),1,2023.0,교육활동 모델교,1,2016.0,,,,,,,,,,,,,,,,,,,,1
