학교명_norm,시도_norm,학교급_norm,설립,남여공학,도로명주소,ai_flag,지정연도,유형,sw_flag,지정연도_sw,키,몸무게,혈당식전(mgdl),총콜레스테롤(mgdl),수축기,이완기,cn_학급수,cn_학생수,학교명_stem_comp,컴퓨터실습실수,컴퓨터수,운영체제,개월수,수강학생수,학교명_stem_closed,폐교연도,활용 구분,토지면적(단위 제곱미터),건물면적(단위 제곱미터),ai_sw_both
창천중학교,서울,중,공립,남여공학,서울특별시 마포구 백범로1길 56 (노고산동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
신도중학교,서울,중,공립,남여공학,서울특별시 은평구 진관1로 77-30 (진관동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
인왕중학교,서울,중,공립,남여공학,서울특별시 서대문구 세검정로4길 . 69 (홍제동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
가재울중학교,서울,중,공립,남여공학,서울특별시 서대문구 수색로 100-75 (북가좌동),0,,,1,2019.0,,,,,,,,,,,,,,,,,,,,0
경성중학교,서울,중,사립,남자,서울특별시 마포구 성미산로 111 . 경성중학교 (연남동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
광성중학교,서울,중,사립,남자,서울 마포구 신수로8길 20 (신수동.광성중고등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
대성중학교,서울,중,사립,남자,서울특별시 은평구 갈현로29길 51-24 . 대성중고등학교 (갈현동),1,2023.0,교육활동 모델교,0,,,,,,,,,,,,,,,,,,,,,0
동도중학교,서울,중,사립,남여공학,서울특별시 마포구 백범로 139 동도중학교,0,,,0,,,,,,,,,,,,,,,,,,,,,0
명지중학교,서울,중,사립,남여공학,서울특별시 서대문구 명지2길 56 (홍은동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
숭문중학교,서울,중,사립,남자,서울특별시 마포구 숭문길 99 . 숭문중고등학교 (대흥동),0,,,1,2016.0,,,,,,,,,,,,,,,,,,,,0
숭실중학교,서울,중,사립,남자,서울특별시 은평구 은평터널로7길 6 (신사동),0,,,1,2019.0,,,,,,,,,,,,,,,,,,,,0
영락중학교,서울,중,사립,남여공학,서울특별시 은평구 백련산로 134-6 . 영락중학교 (응암동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
이화여자대학교사범대학부속이화금란중학교,서울,중,사립,남여공학,서울특별시 서대문구 성산로 520 (대신동),0,,,1,2020.0,,,,,,,,,,,,,,,,,,,,0
인창중학교,서울,중,사립,남자,서울특별시 서대문구 경기대로 65 . 인창중학교 (충정로2가),0,,,0,,,,,,,,,,,,,,,,,,,,,0
충암중학교,서울,중,사립,남여공학,서울특별시 은평구 가좌로5길 5 (응암동),1,2023.0,교육활동 모델교,1,2015.0,,,,,,,,,,,,,,,,,,,,1
한성중학교,서울,중,사립,남자,서울특별시 서대문구 북아현로1길 24 (북아현동.한성중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
동명여자중학교,서울,중,사립,여자,서울특별시 서대문구 독립문로 49 (천연동),0,,,1,2020.0,,,,,,,,,,,,,,,,,,,,0
선일여자중학교,서울,중,사립,여자,서울특별시 은평구 갈현로29길 27 . 선일여자중학교 (갈현동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
선정중학교,서울,중,사립,남여공학,서울특별시 은평구 서오릉로20길 19 . 선정중학교 (갈현동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
예일여자중학교,서울,중,사립,여자,서울특별시 은평구 연서로 117 (구산동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
정원여자중학교,서울,중,사립,여자,서울특별시 서대문구 연희로37안길 51 . 정원여자중학교 (홍은동),0,,,1,2018.0,,,,,,,,,,,,,,,,,,,,0
중앙여자중학교,서울,중,사립,여자,서울특별시 서대문구 북아현로11가길 7 (북아현동. 중앙여자중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
홍익대학교사범대학부속여자중학교,서울,중,사립,여자,서울특별시 마포구 성미산로 51 (성산동)홍익대학교사범대학부속여자중학교,0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울가산초등학교,서울,초,공립,,서울특별시 금천구 남부순환로 1304-11 . 서울가산초등학교 (독산동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울개명초등학교,서울,초,공립,,서울특별시 구로구 개봉로1다길 16-9 (개봉동.개명초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울개봉초등학교,서울,초,공립,,서울특별시 구로구 개봉로16길 30-11 (개봉동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울개웅초등학교,서울,초,공립,,서울특별시 구로구 개봉로11길 98 (개봉동.개웅초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울고산초등학교,서울,초,공립,,서울특별시 구로구 중앙로 6 고산초등학교 (고척동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울고척초등학교,서울,초,공립,,서울특별시 구로구 경서로 31 (고척동),1,2023.0,교육활동 모델교,0,,,,,,,,,,,,,,,,,,,,,0
서울구로남초등학교,서울,초,공립,,서울특별시 구로구 디지털로27길 76 (구로동.구로남초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울구로초등학교,서울,초,공립,,서울특별시 구로구 구로중앙로27나길 9 . 구로동443 (구로동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울구일초등학교,서울,초,공립,,서울특별시 구로구 구일로 68 (구로동.구일초등학교),0,,,0,,136.22368421052633,32.94868421052632,,,103.27450980392157,62.490196078431374,,,,,,,,,,,,,,0
서울금산초등학교,서울,초,공립,,서울특별시 금천구 시흥대로24길 57 (시흥동. 서울금산초등학교),0,,,1,2020.0,,,,,,,,,,,,,,,,,,,,0
서울금천초등학교,서울,초,공립,,서울특별시 금천구 탑골로5길 60 (시흥동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울당산초등학교,서울,초,공립,,서울특별시 영등포구 선유로55길 32 . 서울당산초등학교 (양평동4가),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울당서초등학교,서울,초,공립,,서울특별시 영등포구 당산로 187 . 서울당서초등학교 (당산동5가),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울당중초등학교,서울,초,공립,,서울특별시 영등포구 선유로 131 . 서울당중초등학교 (양평동3가),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울대길초등학교,서울,초,공립,,서울특별시 영등포구 대방천로 206 . 서울대길초등학교 (신길동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울대동초등학교,서울,초,공립,,서울특별시 영등포구 대림로21길 6 . 서울대동초등학교 (대림동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울대방초등학교,서울,초,공립,,서울특별시 영등포구 여의대방로35길 14 (신길동),0,,,1,2016.0,,,,,,,,,,,,,,,,,,,,0
서울대영초등학교,서울,초,공립,,서울특별시 영등포구 신길로23길 43 (신길동.대영초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울덕의초등학교,서울,초,공립,,서울특별시 구로구 고척로 213 (고척동.덕의초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울도림초등학교,서울,초,공립,,서울특별시 영등포구 가마산로65길 22 . 서울도림초등학교 (신길동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울도신초등학교,서울,초,공립,,서울특별시 영등포구 도림로53길 32-9 . 서울도신초등학교 (대림동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울독산초등학교,서울,초,공립,,서울특별시 금천구 시흥대로104길 31 (독산동. 독산초등학교),0,,,0,,136.4151515151515,35.03484848484849,90.0,183.0,103.0,60.44444444444444,,,,,,,,,,,,,,0
서울동구로초등학교,서울,초,공립,,서울특별시 구로구 구로중앙로14길 43 . 서울동구로초등학교 (구로동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울두산초등학교,서울,초,공립,,서울특별시 금천구 범안로11길 3 . 서울두산초등학교 (독산동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울매봉초등학교,서울,초,공립,,서울특별시 구로구 고척로21길 55 . 서울매봉초등학교 (개봉동),0,,,1,2020.0,,,,,,,,,,,,,,,,,,,,0
서울문교초등학교,서울,초,공립,,서울특별시 금천구 독산로54길 102 . 문교초등학교 (독산동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울문래초등학교,서울,초,공립,,서울특별시 영등포구 문래로 104 (문래동3가. 문래초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울문백초등학교,서울,초,공립,,서울특별시 금천구 시흥대로47길 43-1 (시흥동. 문백초등학교),0,,,1,2016.0,,,,,,,,,,,,,,,,,,,,0
서울문성초등학교,서울,초,공립,,서울특별시 금천구 시흥대로 460 . 서울문성초등학교  (독산동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울백산초등학교,서울,초,공립,,서울특별시 금천구 시흥대로38길 78 . 서울백산초등학교 (시흥동.당직실),0,,,0,,137.49929078014185,36.618439716312054,94.6,156.8,101.3953488372093,61.627906976744185,,,,,,,,,,,,,,0
서울세곡초등학교,서울,초,공립,,서울특별시 구로구 고척로33길 34 (고척동.세곡초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울시흥초등학교,서울,초,공립,,서울특별시 금천구 독산로23길 26 . 서울시흥초등학교 (시흥동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울신구로초등학교,서울,초,공립,,서울특별시 구로구 가마산로27길 69 (구로동.서울신구로초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울신대림초등학교,서울,초,공립,,서울특별시 영등포구 대림로8길 25 (대림동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울신도림초등학교,서울,초,공립,,서울특별시 구로구 신도림로19길 44 . 서울신도림초등학교 (신도림동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울신영초등학교,서울,초,공립,,서울특별시 영등포구 도신로4길 32 (대림동.신영초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울신흥초등학교,서울,초,공립,,서울특별시 금천구 독산로36 나 길 21 (시흥동),0,,,1,2020.0,,,,,,,,,,,,,,,,,,,,0
서울안천초등학교,서울,초,공립,,서울특별시 금천구 한내로 69-16 . 서울안천초등학교 (독산동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울여의도초등학교,서울,초,공립,,서울특별시 영등포구 여의대방로 439 . 서울여의도초등학교 (여의도동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울영남초등학교,서울,초,공립,,서울특별시 금천구 문성로 62-15 (독산동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울영동초등학교,서울,초,공립,,서울특별시 영등포구 국회대로53길 20 . (당산동. 영동초등학교) (당산동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울영등포초등학교,서울,초,공립,,서울특별시 영등포구 경인로 756 (문래동1가),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울영림초등학교,서울,초,공립,,서울특별시 영등포구 시흥대로173길 14 . 서울영림초등학교 (대림동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울영서초등학교,서울,초,공립,,서울특별시 구로구 도림로20길 57 . 영서초등학교 (구로동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울영신초등학교,서울,초,공립,,서울특별시 영등포구 도신로60길 23 (신길동),1,2023.0,교육활동 모델교,0,,,,,,,,,,,,,,,,,,,,,0
서울영일초등학교,서울,초,공립,,서울특별시 구로구 남부순환로105길 218 . 서울영일초등학교 (가리봉동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울영중초등학교,서울,초,공립,,서울특별시 영등포구 양산로 185 . 서울영중초등학교 (영등포동7가),0,,,1,2020.0,,,,,,,,,,,,,,,,,,,,0
서울오류남초등학교,서울,초,공립,,서울특별시 구로구 서해안로24길 22 (오류동. 오류남초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울오류초등학교,서울,초,공립,,서울특별시 구로구 경인로19길 39 . 서울오류초등학교 (오류동),1,2023.0,교육활동 모델교,0,,,,,,,,,,,,,,,,,,,,,0
서울오정초등학교,서울,초,공립,,서울특별시 구로구 경인로2길 10 . 서울오정초등학교 (오류동),1,2023.0,교육활동 모델교,1,2018.0,,,,,,,,,,,,,,,,,,,,1
서울온수초등학교,서울,초,공립,,서울특별시 구로구 부일로 893 (온수동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울우신초등학교,서울,초,공립,,서울특별시 영등포구 신길로 190 (신길동.우신초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울윤중초등학교,서울,초,공립,,서울특별시 영등포구 여의나루로2길 14 (여의도동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울정심초등학교,서울,초,공립,,서울특별시 금천구 독산로78다길 89 . 정심초등학교 (독산동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울탑동초등학교,서울,초,공립,,서울특별시 금천구 탑골로 47-3 . 서울탑동초등학교 (시흥동),0,,,1,2016.0,,,,,,,,,,,,,,,,,,,,0
서울미래초등학교,서울,초,공립,,서울특별시 구로구 새말로 73 . 서울미래초등학교 (구로동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울신미림초등학교,서울,초,공립,,서울특별시 구로구 신도림로 26 (신도림동. 신미림초등학교),1,2023.0,교육활동 모델교,1,2018.0,,,,,,,,,,,,,,,,,,,,1
서울영원초등학교,서울,초,공립,,서울특별시 영등포구 도영로 22길 31 (도림동),1,2023.0,교육활동 모델교,0,,137.08062015503876,34.86046511627907,90.16666666666667,162.0,97.95348837209302,61.48837209302326,,,,,,,,,,,,,,0
서울금동초등학교,서울,초,공립,,서울특별시 금천구 금하로30길 53 . 서울금동초등학교 (시흥동),0,,,1,2020.0,,,,,,,,,,,,,,,,,,,,0
서울고원초등학교,서울,초,공립,,서울특별시 구로구 경인로46길 13 (고척동. 서울고원초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울영문초등학교,서울,초,공립,,서울특별시 영등포구 문래로 56 . 서울영문초등학교 (문래동6가),1,2023.0,교육활동 모델교,0,,,,,,,,,,,,,,,,,,,,,0
서울선유초등학교,서울,초,공립,,서울특별시 영등포구 선유로43가길 14 . 서울선유초등학교 (양평동3가),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울천왕초등학교,서울,초,공립,,서울특별시 구로구 천왕로1길 11 (천왕동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울금나래초등학교,서울,초,공립,,서울특별시 금천구 시흥대로79길 37 (독산동. 서울금나래초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
동광초등학교,서울,초,사립,,서울특별시 금천구 탑골로10길 45 . 동광초등학교 (시흥동),1,2023.0,교육활동 모델교,0,,,,,,,,,,,,,,,,,,,,,0
가산중학교,서울,중,공립,남여공학,서울특별시 금천구 시흥대로115길 48 (독산동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
개봉중학교,서울,중,공립,남여공학,서울특별시 구로구 고척로21나길 68 (개봉동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
개웅중학교,서울,중,공립,남여공학,서울특별시 구로구 개봉로11길 81 . 개웅중학교 (개봉동.개웅중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
고척중학교,서울,중,공립,남여공학,서울특별시 구로구 중앙로3길 20 . 고척중학교 (고척동),0,,,0,,160.7467391304348,54.70869565217391,86.0,190.22,106.3225806451613,66.41935483870968,,,,,,,,,,,,,,0
구로중학교,서울,중,공립,남여공학,서울특별시 구로구 구로중앙로 48 (구로동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
구일중학교,서울,중,공립,남여공학,서울특별시 구로구 구일로 90-133 (구로동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
난곡중학교,서울,중,공립,남여공학,서울특별시 금천구 문성로 67 (독산동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
당산서중학교,서울,중,공립,남여공학,서울특별시 영등포구 당산로41길 12 (당산동5가.당산서중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
당산중학교,서울,중,공립,남여공학,서울특별시 영등포구 버드나루로 160 (당산동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
대림중학교,서울,중,공립,남여공학,서울특별시 영등포구 시흥대로185길 6 (대림동.대림중학교),0,,,0,,161.91904761904763,56.79761904761905,101.0,186.5,109.28,66.16,,,,,,,,,,,,,,0
대영중학교,서울,중,공립,남여공학,서울특별시 영등포구 도림로80가길 14 (신길동. 대영중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
문래중학교,서울,중,공립,남여공학,서울특별시 영등포구 선유서로13길 6 (문래동6가.문래중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
문성중학교,서울,중,공립,남여공학,서울특별시 금천구 독산로102길 78 . 문성중학교 (독산동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
세일중학교,서울,중,공립,남여공학,서울특별시 금천구 시흥대로147길 34 (독산동),0,,,1,2020.0,,,,,,,,,,,,,,,,,,,,0
시흥중학교,서울,중,공립,남여공학,서울특별시 금천구 시흥대로38길 60 . 시흥중학교 (시흥동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
신도림중학교,서울,중,공립,남여공학,서울특별시 구로구 경인로63길 74 . 신도림중학교 (신도림동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
안천중학교,서울,중,공립,남여공학,서울특별시 금천구 한내로 69-44 (독산동.안천중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
선유중학교,서울,중,공립,남여공학,서울특별시 영등포구 선유로 213 (양평동3가),1,2023.0,교육활동 모델교,0,,,,,,,,,,,,,,,,,,,,,0
양화중학교,서울,중,공립,남여공학,서울특별시 영등포구 당산로 56 (문래동3가. 양화중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
여의도중학교,서울,중,공립,남여공학,서울특별시 영등포구 국제금융로7길 46 . 여의도중학교 (여의도동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
영남중학교,서울,중,공립,남여공학,서울특별시 영등포구 대림로31나길 17 . 영남중학교 (대림동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
영림중학교,서울,중,공립,남여공학,서울특별시 구로구 가마산로27길 17 . 영림중학교 (구로동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
영서중학교,서울,중,공립,남여공학,서울특별시 구로구 도림로20길 35 (구로동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
영원중학교,서울,중,공립,남여공학,서울특별시 영등포구 영등포로62길 31 (영등포동.영원중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
오남중학교,서울,중,공립,남여공학,서울특별시 구로구 오리로9길 25 (오류동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
오류중학교,서울,중,공립,남여공학,서울특별시 구로구 고척로27바길 19 (고척동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
윤중중학교,서울,중,공립,남여공학,서울특별시 영등포구 여의동로3길 3 (여의도동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
한울중학교,서울,중,공립,남여공학,서울특별시 금천구 독산로50길 60 한울중학교,0,,,1,2016.0,,,,,,,,,,,,,,,,,,,,0
경인중학교,서울,중,공립,남여공학,서울특별시 구로구 경인로 301 (개봉동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
천왕중학교,서울,중,공립,남여공학,서울특별시 구로구 천왕로 63 (천왕동. 천왕중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
문일중학교,서울,중,사립,남자,서울특별시 금천구 시흥대로47길 45 . 문일중학교 (시흥동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
우신중학교,서울,중,사립,남자,서울특별시 구로구 부일로 917 . 우신중학교 (궁동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
동일중학교,서울,중,사립,남여공학,서울특별시 금천구 탑골로10길 45 (시흥동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울계상초등학교,서울,초,공립,,서울특별시 노원구 한글비석로41가길 24 (상계동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울공릉초등학교,서울,초,공립,,서울특별시 노원구 동일로173길 12 (공릉동.서울공릉초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울공연초등학교,서울,초,공립,,서울특별시 노원구 동일로192가길 16 (공릉동.서울공연초등학교),1,2023.0,교육활동 모델교,1,2018.0,,,,,,,,,,,,,,,,,,,,1
서울노원초등학교,서울,초,공립,,서울특별시 노원구 동일로230나길 32 (상계동. 노원초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울노일초등학교,서울,초,공립,,서울특별시 노원구 동일로 1625 (상계동.노일초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울녹천초등학교,서울,초,공립,,서울특별시 노원구 마들로3길 34 . 서울녹천초등학교 (월계동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울누원초등학교,서울,초,공립,,서울특별시 도봉구 마들로 859-44 (도봉동),0,,,1,2016.0,,,,,,,,,,,,,,,,,,,,0
서울당현초등학교,서울,초,공립,,서울특별시 노원구 동일로213길 52 . 서울당현초등학교 (상계동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울도봉초등학교,서울,초,공립,,서울특별시 도봉구 도봉로173길 96 (도봉동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울동일초등학교,서울,초,공립,,서울특별시 노원구 한글비석로 566 . 동일초등학교 (상계동),0,,,1,2020.0,,,,,,,,,,,,,,,,,,,,0
서울방학초등학교,서울,초,공립,,서울특별시 도봉구 도당로9길 34 (방학동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울백운초등학교,서울,초,공립,,서울특별시 도봉구 삼양로146길 17 (쌍문동),1,2023.0,교육활동 모델교,0,,,,,,,,,,,,,,,,,,,,,0
서울불암초등학교,서울,초,공립,,서울특별시 노원구 중계로 178 . 서울불암초등학교 (중계동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울상경초등학교,서울,초,공립,,서울특별시 노원구 수락산로 237 (상계동.상경초등학교),0,,,1,2019.0,,,,,,,,,,,,,,,,,,,,0
서울상계초등학교,서울,초,공립,,서울특별시 노원구 상계로9길 39 . 서울상계초등학교 (상계동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울상곡초등학교,서울,초,공립,,서울특별시 노원구 노원로38길 34 . 서울상곡초등학교 (상계동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울상수초등학교,서울,초,공립,,서울특별시 노원구 동일로216길 66 . 서울상수초등학교 (상계동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울상원초등학교,서울,초,공립,,서울특별시 노원구 한글비석로54길 119 (상계동),0,,,1,2018.0,,,,,,,,,,,,,,,,,,,,0
서울상월초등학교,서울,초,공립,,서울특별시 노원구 동일로221길 27 (상계동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울상천초등학교,서울,초,공립,,서울특별시 노원구 덕릉로 443 . 서울상천초등학교 (상계동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울선곡초등학교,서울,초,공립,,서울특별시 노원구 광운로2길 1 서울선곡초등학교 (월계동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울수락초등학교,서울,초,공립,,서울특별시 노원구 동일로 1745 (상계동.서울수락초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울숭미초등학교,서울,초,공립,,서울특별시 도봉구 노해로 179 (쌍문동. 숭미초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울신계초등학교,서울,초,공립,,서울특별시 노원구 초안산로 29 (월계동.신계초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울신방학초등학교,서울,초,공립,,서울특별시 도봉구 시루봉로 173 . 서울신방학초등학교 (방학동),0,,,1,2020.0,,,,,,,,,,,,,,,,,,,,0
서울신상계초등학교,서울,초,공립,,서울특별시 노원구 상계로 267 . 신상계초등학교 (상계동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울신창초등학교,서울,초,공립,,서울특별시 도봉구 덕릉로60길 93 . 신창초등학교 (창동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울신학초등학교,서울,초,공립,,서울특별시 도봉구 방학로 247-21 (방학동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울신화초등학교,서울,초,공립,,서울특별시 도봉구 우이천로 120 . 신화초등학교 (창동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울쌍문초등학교,서울,초,공립,,서울특별시 도봉구 우이천로 360 . 서울쌍문초등학교 (쌍문동.쌍문초등학교),0,,,1,2020.0,136.7942857142857,34.442142857142855,88.5,154.0,95.8048780487805,60.0,,,,,,,,,,,,,,0
서울연지초등학교,서울,초,공립,,서울특별시 노원구 월계로55길 48 (월계동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울연촌초등학교,서울,초,공립,,서울특별시 노원구 공릉로58길 36 . 서울연촌초등학교 (하계동),0,,,1,2019.0,,,,,,,,,,,,,,,,,,,,0
서울온곡초등학교,서울,초,공립,,서울특별시 노원구 한글비석로52길 59 . 서울온곡초등학교 (상계동. 온곡초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울용동초등학교,서울,초,공립,,서울특별시 노원구 한글비석로1길 81-11 (중계동.용동초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울용원초등학교,서울,초,공립,,서울특별시 노원구 섬밭로 144 . 용원초등학교 (공릉동. 서울용원초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울원광초등학교,서울,초,공립,,서울특별시 노원구 덕릉로76길 18 (중계동.원광초등학교),1,2023.0,교육활동 모델교,0,,,,,,,,,,,,,,,,,,,,,0
서울월계초등학교,서울,초,공립,,서울특별시 노원구 월계로45가길 10 (월계동.월계초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울월천초등학교,서울,초,공립,,서울특별시 도봉구 노해로70길 96 (창동.서울월천초등학교),0,,,0,,136.16153846153847,33.68538461538462,86.0,209.5,96.76190476190476,56.595238095238095,,,,,,,,,,,,,,0
서울을지초등학교,서울,초,공립,,서울특별시 노원구 중계로 239 (중계동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울자운초등학교,서울,초,공립,,서울특별시 도봉구 마들로13길 166 . 서울자운초등학교 (창동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울중계초등학교,서울,초,공립,,서울특별시 노원구 한글비석로19길 39 . 서울중계초등학교 (중계동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울중원초등학교,서울,초,공립,,서울특별시 노원구 섬밭로 316 (중계동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울중평초등학교,서울,초,공립,,서울특별시 노원구 섬밭로 241 . 서울중평초등학교 (하계동),1,2023.0,교육활동 모델교,0,,,,,,,,,,,,,,,,,,,,,0
서울중현초등학교,서울,초,공립,,서울특별시 노원구 섬밭로 181 . 서울중현초등학교 (하계동.중현초등학교),1,2023.0,교육활동 모델교,0,,,,,,,,,,,,,,,,,,,,,0
서울창경초등학교,서울,초,공립,,서울특별시 도봉구 도봉로129길 54 (쌍문동.창경초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울창도초등학교,서울,초,공립,,서울특별시 도봉구 방학로 32-28 . 창도초등학교 (방학동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울창동초등학교,서울,초,공립,,서울특별시 도봉구 해등로16길 81 (창동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울창원초등학교,서울,초,공립,,서울특별시 도봉구 해등로 103 (창동. 서울창원초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울창일초등학교,서울,초,공립,,서울특별시 도봉구 노해로66길 84 . 창일초등학교 (창동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
